complete,unique_identifier,checkmark_completed,status,century,year_to_display,year_to_sort,place,revolt_name,description,encoded_description,citations,resource_links,video_link,latitude,longitude,latlong_status,presentation_folder,notes,remediation,graphic_artists
FALSE,v6tk1G,FALSE,,1800,1807,1807,"Bahia, Brazil",Bahia Revolt,"Plans for the revolt were leaked by a ""loyal slave to his master"". This rebellion was planned by Hausa and Male,' both slave and free, by those residing in one of the Quilombos. There were a number of factors: there were class conflicts in Portugal that led to popular revolts that spilled in to Brazil that wanted local autonomy. Inspite of the demand for sugar, there was severe poverty caused by droughts; and enslavement with wide wealth disparities that increased the cost of living. The African slaves suffered from harsher working conditions and food shortages there was also class (and color) divisions within the free people of color population. Life in the Quilombos provided the Africans a space to practice their traditional culture and honor their ancestral deities. The government ordered attacks on these communities to deter any rebellious activites and instill a ""sense of obedience and deference toward their owners and to whites in general"" The government raids uncovered a number of weapons among the rebels. There was ""An intricate secret organization...with a ""captain"" in every Parish of he city and an overall commandor...""Eleven individuals involved were punished with 150 lashes followed by a banning of all assemblies and restriction of movement.",,"Kimberly Welch in Encyclopedia of Slave Resistance and Rebellion, Junius Rodriguez ,eds. Greenwood Press: 2006: pp. 38-40.","See documentary on Quilombos and also ""An Inconvinent History-Slavery in Brazil"" for clips. Kimberly Welch in Encyclopedia of Slave Resistance and Rebellion, Junius Rodriguez ,eds. Greenwood Press: 2006: pp. 38-40.",,-11.33184,-41.38463,Approximation,https://drive.google.com/drive/folders/18B3RwoIcy_40SlTi0LgLP7KBeUYzStMb?usp=share_link,no image citations in pptx beacause it can't be downloaded,,
FALSE,7CQhJF,FALSE,,1800,1808,1808,Brazil,,"(Insert image) Even after the leader received 150 lashes and was condemned to death for the 1807 revolt, others were not discouraged and in 1808, the day after Christmas several hundred Africans fled the plantations and attacked the town of Nazare das Farinhas. Those who escaped roamed around for months ""setting houses on fire, stealing and killing.""",,"Image source: https://wellcomecollection.org/works/b7e7gfky Recife, Brazil: a street with men in high hats and uniform pointing out with long sticks the slaves they wish to purchase. Aquatint by Edward Finden after Augustus Earle. (Public domain) Junius Rodriguez, pp. 305-306 and Slave Rebellion in Brazil: The Muslim Uprising of 1835 in Bahia. Baltimore, MD; Johns Hopkins University Press, 1993.","Junius Rodriguez, pp. 305-306 and Slave Rebellion in Brazil: The Muslim Uprising of 1835 in Bahia. Baltimore, MD; Johns Hopkins University Press, 1993.",,-14.235,-51.92528,Approximation,https://drive.google.com/drive/folders/1sJI46cqgOjk8RG7z5UYKUL7ZcTWubt_t?usp=share_link,,,
FALSE,DPDeIs,FALSE,,1800,1808,1808,Jamaica,,--1808 Mutiny of the Second West Indian Regiment,,Image: https://nypl.getarchive.net/media/plantation-scene-sugar-7d2650 Plantation scene; sugar From New York Public Library(Public domain) http://www.antislavery.org/includes/documents/cm_docs/2009/1/18072007.pdf,,,18.10958,-77.2975,Approximation,https://drive.google.com/drive/folders/1AnZFuA-sWglt4unNS3CC24ZrslwKZZu2?usp=share_link,Video of changing of the Guards of West Indian Regiment-on phone. words and year do not match the pptx,,
FALSE,xKf9y4,FALSE,Needs remediation (see Remediation column),1800,1808,1808,"Cape Town, South Africa",Galant Rebellion,"Galant was a house slave and had received a privileged status, upon the death of his Master he was given to his resentful son who mistreated him, Galant also believed that slavery ended and he was being held illegally. ""Galant and a number of supporting slaves and Khoisan servants succeeded in taking control of his and a neighboring ranch, killing Van der Merwe and two guests. Another guest escaped, however, and alerted neighbors who organized a posse that quickly subdued the rebels...(this) uprising terrified the region's slaveholders.""",,"Image 1: https://commons.wikimedia.org/wiki/File:1762_Rach_Greenmaqrket_Square.jpg Greenmarket Square in 1762 with the Old Town House in the background. (Public domain) Image 2: https://commons.wikimedia.org/wiki/File:Incendie_de_la_Plaine_du_Cap._-_Massacre_des_Blancs_par_les_Noirs._FRANCE_MILITAIRE._-_Martinet_del._-_Masson_Sculp_-_33.jpg ""Burning of the Plaine du Cap - Massacre of whites by the blacks"". (Public domain) Image 3: https://digital.lib.sun.ac.za/handle/10019.2/4283 Cape Town near the Amsterdam Battery (copyright Stellenbosch University) Image 4: https://en.wikipedia.org/wiki/File:British_Soldiers_and_Officer.jpg 3 regular British Soldiers and an officer with a gorget (copyright owner Tommc73) Image 5: https://www.sahistory.org.za/article/missionary-settlement-southern-africa-1800-1925 Image 6: South African History online (Image depicting early Dutch colonists overseeing slaves at work in the Dutch Cape Colony.) Johannes Postma, Slave Revolts, Westport: Greenwich, 2008, p. 41.","Johannes Postma, Slave Revolts, Westport: Greenwich, 2008, p. 41.",,-33.92486,18.42405,Precise,https://drive.google.com/drive/folders/1ZyRmqzncP-Vzp-5uoYJ7Emp6PaajMA6D?usp=share_link,words don't match,Duplicate entry. Missing/inaccurate image source (image 6),Muthi
FALSE,7QuKzK,FALSE,,1800,1808,1808,"Malmesbury, Capetown, South Africa",,"( insert image) Led by Louis who heard that slavery had ended in the America's, organized up to 300 enslaved and marched towards Capetown. They didn't kill any of the whites, just tied them up and stole munitions and supplies. The infantry and cavalry layed a trap for them at Salt River, of the 340 that rebelled, 47 were put on trial 11 were sentenced to death and others were sent to Robbens Island.",,"Images: https://wheelchairtravel.org/wheelchair-accessible-tour-robben-island/ Robben Island Photo of Nelson Mandela, returning to Robben Island in this 1994 photo. (Jurgen Schadeberg / Getty Images) https://www.lalitmauritius.org/en/newsarticle/2199/mauritian-slave-called-louis-van-mauritius-led-rebellion-in-cape-in-1808/",,,-33.46418,18.71899,Precise,https://drive.google.com/drive/folders/17H3x7bo5X4ruoMsqqeRTC7s3Q9LRixda?usp=share_link,,,
FALSE,08q8zs,FALSE,,1800,1809,1809,"Belles, Dominica",,"( Insert image) 1809-1814 Thousands take part in Dominica's Second Maroon War led by Maroon Chief Jacko who was killed in 1814. ""They were actually freedom fighters who succeeded on many fronts and harassed the oppression of the British especially in those years.""",,image: https://www.readtheplaque.com/plaque/neg-mawon-emancipation-monument Neg Mawon Emancipation Monument https://www.dominicavibes.dm/news-207053/,https://www.dominicavibes.dm/news-207053/,,15.45359,-61.3199,Precise,https://drive.google.com/drive/folders/1bPwhgeHA7thUzzoekmayywji913P3LZr?usp=share_link,,,
FALSE,h5BkU9,FALSE,,1800,1809,1809,"Havana, Cuba",,(Insert image) 1809 Hundreds rose up in many provinces and in Havana.,,"https://commons.wikimedia.org/wiki/File:(1898)_MAP_OF_CUBA.jpg Map of Cuba extracted from page 151 of The Spaniard in History, by FERNALD, James Champlin, New York and London, Funk & Wagnalls company. Original held and digitised by the British Library. (Public Domain)",,,23.11359,-82.36659,Precise,https://drive.google.com/drive/folders/1TWqGFN9le2mBzkhd4FmJlOcUhBZxNqyP?usp=share_link,little info here,,
FALSE,UT7HRi,TRUE,Needs remediation (see Remediation column),1800,1810,1810,"Bahia, Brazil",,"""...Bahia received a new governor, the Count of Arcos, who hoped to end the wave of rebellions with a more enlighened policy that mandated proved treatment of slaves...Despite these measures, three slave revolts occurred during Arcos's eight years in office."" ",,"Johannes Postma, Slave Revolts, Westport: Greenwich, 2008, p. 74.",,,-12.64477,-41.65647,Precise,,Not found in folder. Video,No folder. No citations,
FALSE,2PyYGQ,TRUE,Needs remediation (see Remediation column),1800,1811,1811,"Destrehan‚Äôs Plantation, New Orleans",German coast Uprising,"( insert image 3)( insert image 4) This, one of the most significant slave revolts in the US, was led by Charles Deslondes, a free farm laborer. Deslondes led slaves marching towards New Orleans, yelling, ""Freedom or Death."" They killed two enslavers, one of their sons and burned five plantations. There were nearly 200 enslaved people involved, and dispatched federal troops killed or captured most of the warriors. Eighty-six slaves were returned to their enslavers, twenty were executed, and seven set free because they said they tried to stop it. The twenty executed were decapitated and had their heads posted on River Road. (insert image 5) Louisiana officials attempted to downplay the revolt, yet they applied for ""...federal reimbursement for the territory's expenditures in suppressing it."" In all the surrounding states, the militias were reinforced to ""impose tighter controls on slaves and free black people in their jurisdictions""-( the origins and purpose of policing). Most Northerners and foreigners were more appalled by the measures taken to suppress the rebellion and the revenge on the Black population of wantonly executing Blacks; one writer ""...exclaimed that 'VILLAINOUS WHITES' in the slaveholding states had 'reduced to the level of the beasts of the field.'"" (Insert image 6) ( insert image 7) (insert image 8) (Insert image 9) ( insert image 10)","<img src=""/image3""><img src=""/image4""> This, one of the most significant slave revolts in the US, was led by Charles Deslondes, a free farm laborer. Deslondes led slaves marching towards New Orleans, yelling, ""Freedom or Death."" They killed two enslavers, one of their sons and burned five plantations. There were nearly 200 enslaved people involved, and dispatched federal troops killed or captured most of the warriors. Eighty-six slaves were returned to their enslavers, twenty were executed, and seven set free because they said they tried to stop it. The twenty executed were decapitated and had their heads posted on River Road. <img src=""/image5""> Louisiana officials attempted to downplay the revolt, yet they applied for ""...federal reimbursement for the territory's expenditures in suppressing it."" In all the surrounding states, the militias were reinforced to ""impose tighter controls on slaves and free black people in their jurisdictions""-(the origins and purpose of policing). Most Northerners and foreigners were more appalled by the measures taken to suppress the rebellion and the revenge on the Black population of wantonly executing Blacks; one writer ""...exclaimed that 'VILLAINOUS WHITES' in the slaveholding states had 'reduced to the level of the beasts of the field.'"" <img src=""/image6""> <img src=""/image7""> <img src=""/image8""> <img src=""/image9""> <img src=""/image10"">","image1,2:http://www.neworleans.me/journal/detail/361/On-this-day-in-history-the-Battle-of-New-Orleans-and-the-German-Coast-Uprising . Image 3: https://64parishes.org/entry-image/negroes-hiding-in-the-swamps-of-louisiana-3 COURTESY OF LIBRARY OF CONGRESS PRINTS AND PHOTOGRAPHS DIVISION ""Negroes hiding in the swamps of Louisiana"". Langridge, James L. (Engraver). Public domain Image 4:https://weareili.org/timeline/1811-slave-revolt-louisiana-german-coast/ Image 5:https://librarycompany.org/blackfounders/section2.htm ""‚ÄòOn to Orleans‚Äô: the Negro Insurrection,"" illustration in Maurice Thompson, The Story of Louisiana (New York, 1888). Public domain Image 6: https://lannyandersondiasporahistorian.medium.com/samba-c0e6c7c2b12e Image 7:https://www.americaslibrary.gov/jb/colonial/jb_colonial_stono_2_e.html ""Horrid massacre in Virginia"" Prints and Photographs Division, Library of Congress. Reproduction Number LC-USZ62-38902  . Image 8: https://ageofrevolution.org/200-object/the-battle-of-vertieres/ Haitian revolution (1791-1804) copyright British Library Board (c155 h 7 plate opposite p238). Image 9: 1811 Slave Revolt Memorial. Image 10: https://www.culturetype.com/2019/11/08/dread-scotts-slave-rebellion-is-finally-happening-with-hundreds-of-re-enactors-marching-26-miles-headed-for-new-orleans/ Historic marker for Andry Plantation where 1811 uprising began in LaPalace, La. Courtesy of Slave Rebellion Reenactment Information: (Gene C. Gerard in Junius Rodriguez pp. 162-163). Matthew Mason in Encyclopedia of Slave Resistance and Rebellion, Junius Rodriguez ,eds. Greenwood Press: 2006: PP. 215-217.",,,29.94505,-90.3645,Precise,https://drive.google.com/drive/folders/1fSDbxGAItyUd6sw8STHUYJPkotEvIMGp?usp=share_link,"Barry do re-enactment of Charles Deslondes---have powerpoint needs voice over.  Image 1,2,5 are all the same",Missing/inaccurate image source (image 9),Muthi
FALSE,XjlXbc,TRUE,,1800,1812,1812,Cuba,Aponte Rebellion,"(Insert image 3) Aponte ""... held the rank of first corporal (cabo primero) in Havana's black militia and was the leader of his local Yoruba association‚Ä¶and a free black carpenter in Havana."" Aponte allegedly the leader of a plot to rebel against the Cuban government to end slavery, freeing all, and to ""uplift free people of color."" (insert image 4). The movement struck several sugar plantations on the outskirts of Havana, but the government soon crushed it."" The rebellion also included free Blacks, Aponte was captured, hung, decapitated, and his head was put in an iron cage and placed at the entrance of Havana.","<img src=""/image3""> Aponte ""... held the rank of first corporal (cabo primero) in Havana's black militia and was the leader of his local Yoruba association‚Ä¶and a free black carpenter in Havana."" Aponte allegedly the leader of a plot to rebel against the Cuban government to end slavery, freeing all, and to ""uplift free people of color."" <img src=""/image4"">. The movement struck several sugar plantations on the outskirts of Havana, but the government soon crushed it."" The rebellion also included free Blacks, Aponte was captured, hung, decapitated, and his head was put in an iron cage and placed at the entrance of Havana.",Image 2: https://www.northrop.umn.edu/events/discussing-history-and-art-jos-antonio-aponte Image 3: https://en.wikipedia.org/wiki/Jos%C3%A9_Antonio_Aponte A sketch of Jose Antonio Aponte (Public domain),,,23.13299,-81.94271,Approximate,https://drive.google.com/drive/folders/1IV4dtPJbHI0SwxBRoG7GjPLfSys5lKX5?usp=share_link,,,Lori Wushensky
FALSE,KfMxvT,TRUE,,1800,1812,1812,Venezuela,,"The enslaved Africans took advantage of the Venezuelan Creoles, European descendants born in the Americas‚Äô struggle for independence from Spain, to launch a revolt against their masters; the revolt was quelled, and slavery was not abolished in Venezuela until 1854. The Creoles suffered two significant defeats by the Spanish due to their refusal to abolish slavery. They wanted to maintain the system and were afraid of a race war. In the second battle, the Creoles had to divert their forces against the Spanish to abolish slave revolts. It was not until Simon Bolivar returned to Venezuela after being exiled that reforms were made for the gradual emancipation of the enslaved. ( insert image 2 ) (insert image 3)","The enslaved Africans took advantage of the Venezuelan Creoles, European descendants born in the Americas' struggle for independence from Spain, to launch a revolt against their masters; the revolt was quelled, and slavery was not abolished in Venezuela until 1854. The Creoles suffered two significant defeats by the Spanish due to their refusal to abolish slavery. They wanted to maintain the system and were afraid of a race war. In the second battle, the Creoles had to divert their forces against the Spanish to abolish slave revolts. It was not until Simon Bolivar returned to Venezuela after being exiled that reforms were made for the gradual emancipation of the enslaved. <img src=""/image2""> <img src=""/image3"">","Image 2: https://commons.wikimedia.org/wiki/File:San_Benito_de_Palermo_en_Bobure.JPG Public domain(From Wilfredor) Image 3: https://aaregistry.org/story/abolitionism-in-south-america-a-brief-story/ Ronald Young in Encyclopedia of Slave Resistance and Rebellion, Junius Rodriguez ,eds. Greenwood Press: 2006:, pp. 555-556.",,,6.42375,-66.58973,Precise,https://drive.google.com/drive/folders/12K6XIlQ4xtdz4GBeQ1qI3wrEXe3TsKPk?usp=share_link,,,
FALSE,NRPYp6,FALSE,Needs remediation (see Remediation column),1800,1812-1815,1812,"Plattsburgh, New York",,"4,000 Blacks fought in War of 1812 and won their freedom by fighting on the side of the British",,,https://www.pbs.org/video/the-war-of-1812-blacks-in-the-war/,,44.695278,-73.458333,Precise,,Not found in folder and in map,No folder. No citations,
FALSE,AlD6bI,TRUE,Needs remediation (see Remediation column),1800,1814,1814,"Salvador, Brazil",,"""(S)everal hundred slaves escaped from Salvador into the outlying country, attacked plantations and fishing villages, and killed several white overseers as well as slaves who refused to join their ranks. During a fierce battle with cavalry units dispatched to quell the rampage, fifty-eight slaves and fourteen soldiers were killed. While most rebels managed to escape, four captives were sentenced to death and many others were publicly flogged. Several free blacks who had supported the insurrection were deported to Portuguese stations in Africa.""",,"Johannes Postma, Slave Revolts, Westport: Greenwich, 2008, p. 74.",,,-12.19232,-38.40683,Precise,,not found on pptx but in map. Video,No folder,
FALSE,xBF2W0,TRUE,Needs remediation (see Remediation column),1800,1814,1814,"Alagoas, Brazil",,"The colonial authorities of Pernambuco identified that, in the Alagoas region, between the years 1814 and 1815, a group of blacks who were plundered and came from the slave revolts in Bahia, plotted a ""black uprising and sedition"" that aimed to invade the lands of the whites at Christmas 1814, transferred to the following year, 1815. The repression left Recife and gained importance to exterminate the supposed quilombo where ""seeds of sedition"" germinated. In 1816, the material was searched, resulting in the imprisonment of 37 blacks (with several nations: ussá, fulani, haussá and some ""from Costa da Mina"") and 1 white man. In the end, the black Joaquim, considered the mastermind of the sedition, was executed and the others sentenced to flogging and exile.",,,,,-9.5713,-36.78195,Precise,,not found on pptx but in map,No folder. No citations,
FALSE,wqoczC,TRUE,Needs remediation (see Remediation column),1800,1815,1815,Jamaica,,"(insert image 1)1815 Under Ibos, hundreds of slaves rebel--Jamaica had more revolts than all the islands combined",,"Image 1: https://www.aaihs.org/translation-for-the-purposes-of-indictment-baron-de-vastey-in-colonial-jamaica/ Destruction of Roehampton Estate, St. James, Jamaica, 1832. Photo: National Library of Jamaica",,,18.10958,-77.2975,Precise,https://drive.google.com/drive/folders/1iQRZBFa7QGvd1RmbUBpCIf5BMBelsYuS?usp=share_link,,No citations,
FALSE,kkfT9j,TRUE,Needs remediation (see Remediation column),1800,1816,1816,"St Philip, Barbados",,"Bussa's Revolt. The main revolt lasted 4 days while skirmishes and Martial Law lasted for 89 days. Between 3,900 to 5,000 rebel slaves involved. Only a premature start to the rebellion enabled the white population to gain an upper hand otherwise at least large portions of the island would have gone to the rebels. Captured rebels, when questioned, said that ill-treatment was not the cause of their revolt but that the island belonged to them and they were going to kill every white man on it. 214 slaves executed, 123 transported were the official figures. The real death total is thought to be something like 1,000 slaves killed and executed. Bussa was thought to be the main leader of the rebellion other leaders included Jackey, Davis, King Wiltshire, Dick Bailey, Johnny and a woman named Nanny Grigg.",,,https://youtu.be/r0zEpKj1lVA in folder and youtube page https://www.youtube.com/watch?v=08XObZ7WepM&feature=youtu.be,,13.14146,-59.48872,Precise,,Not found in pptx but in map,No folder. No citations,
FALSE,1eMNHA,TRUE,Needs remediation (see Remediation column),1800,1816,1816,"Spotsylvania, Virginia",Boxley Rebellion,"(insert image) This rebellion was organized and led by a white man, George Boxley who had formerly owned slaves. Boxley became agitated around 1815 over slavery, he allegedly said that God had talked to him about the evils of slavery. Before anything happened the plot was exposed by a female slave, Boxley turned himself in. ""At least twenty-seven slaves were arrested and charged with complicity,...five slaves were executed, and six others were sentenced to be transported out of Virginia."" While Boxley was awaiting trial his wife helped him escape and he moved to Indiana.",,Image: http://lakeannabreeze.com/news/george-boxley-humanitarian-or-inciter-of-a-slave-revolt  .    Source: encyclopediavirginia.org,,,38.21692,-77.60199,Precise,https://drive.google.com/drive/folders/1K7i4tJCmsN87h_6ATZSekZKMFxJ1AF2N?usp=share_link,,No citations,
FALSE,4oBHLV,FALSE,Needs remediation (see Remediation column),1800,1816,1816,"Camden, South Carolina",,,,"image1:https://www.akg-images.com/archive/-2UMEBMJ4AE92.html   .   image2:https://catalog.mwa.org/vwebv/holdingsInfo?bibId=317021  .     image3:https://longreadsblog.files.wordpress.com/2015/04/slavery19.jpg 
 .   image4:http://www.getty.edu/art/collection/objects/40238/timothy-h-o'sullivan-slaves-j-j-smith's-plantation-near-beaufort-south-carolina-american-1862/    .   Image 5: https://economic-historian.com/2020/09/a-comment-on-the-new-history-of-capitalism/    .    Image 6: https://guides.statelibrary.sc.gov/c.php?g=11794&p=4842432  Female servants using brooms on bambusa on Latimer’s plantation, Belton, South Carolina, 1899, American Photographer/ Private collection/Peter Newark Pictures/ The Bridgeman Art Library .   Image 7: https://georgiahistory.com/education-outreach/online-exhibits/online-exhibits/interpreting-the-gullahgeechee-heritage-in-the-21st-century/cuisine-arts-and-crafts/  Rice cultivation GHS Photograph Collection
MS 1361-SG-01-06    .    Image 8: https://backwhen1850.weebly.com/     .    Image 9: https://www.unf.edu/floridahistoryonline/Plantations/plantations/Rice_Cultivation.htm Rice Harvesting, U.S. South, 1859, using a short-handle sickle. Harper's Monthly Magazine (1859), vol. 19, p. 729; accompanies article by T. Addison Richards, ""The Rice Lands of the South) (pp. 721-38). Copy in Special Collections Department, University of Virginia Library. Courtesy of Jerome S. Handler and Michael L. Tuite Jr., ""The Atlantic Slave Trade and Slave Life in the Americas: A Visual Record,"" produced by the Digital Media Lab at the University of Virginia Library and the Virginia Foundation for the Humanities. (Public domain)
",,,34.24653,-80.60702,Precise,https://drive.google.com/drive/folders/10fUuviSuP-eqqBHM4cHSYyamS2Lyl9jU?usp=share_link,No description.,"No citations. No description. Missing/inaccurate image source (image 8, image 10)",Muthi
FALSE,71FGC7,TRUE,Needs remediation (see Remediation column),1800,1816,1816,"Apalachicola Bay and Franklin County, Florida",Seminole Wars,"The Seminoles and escaped Africans set themselves up a community in Florida and established a Fort to protect their freedom called the ""Negro Fort"" that was manned by about 300 former slaves. These Maroons fought the US government in a series of wars first in 1817-1818 and again in 1835-42. Fort Blount came under attack for several days before being by US troops and the Blacks and Indians suffered major casualties. John Caesar, a Black Seminole survived and organized forces for the second war During this time they liberated hundreds of slaves by seizing surrounding plantations. The US military lost approximately 1,500 men and spent $20 million for this ""slave catching enterprise"" In the end, President Adrew Jackson managed to defeat the Seminole and had them relocated through the ""Trail of Tears"".",,"Encyclopedia of Slave Resistance and Rebellion, Junius Rodriguez ,eds. Greenwood Press: 2006:, pp. 94-95",old address: https://youtu.be/5E0j8xgxjTY https://youtu.be/DZSHBZilDtg video in folder and Youtube channel,,29.77349,-84.99951,Approximate,,Not found in folder but in map,No folder. No citations,
FALSE,ANTwzB,FALSE,,1800,1816-1830,1816,Brazil,,"( insert image) ""Between 1816 and 1830, sixteen uprisings and conspiracies had occurred on the sugar plantations surrounding San Salvador de Bahia. Muslims were clearly identified as leaders in at least five of these events, and were participants in all.""",,"Image: https://en.wikipedia.org/wiki/Slavery_in_Brazil Slavery in Brazil by Jean-Baptiste Debret (1834-1839). (JR p, 305)",,,-0.46194,-50.82361,Approximate,https://drive.google.com/drive/folders/1WrJvHZyrtse65foOM__SrEcLru6lB95d?usp=share_link,,,
FALSE,bhnbAX,FALSE,Needs remediation (see Remediation column),1800,1817,1817,"St Mary County, Maryland",,"Two hundred slaves rise against their masters in St. Mary's County, Maryland that is quickly suppressed. ""Any incident that could provoke a small spark was perceived as a threat to the peace and security of the entire region and therefore justified immediate and certain suppression in the opinion of local white authorities.""",,"Encyclopedia of Slave Resistance and Rebellion, Junius Rodriguez ,eds. Greenwood Press: 2006: pp. 439-440",,,38.11696,-76.36428,Precise,https://drive.google.com/drive/folders/1jbd69BG2Jn8oeOC4rfV9XmJ-ZDTLErRP?usp=share_link,no image citation in pptx,No citations,
FALSE,fgDvbh,TRUE,Needs remediation (see Remediation column),1800,1819,1819,"Augusta, Georgia",,"(insert image)Coot devises a plot to burn down the town of Augusta, he was apprehended and executed. Before being sentenced, Coot displayed courage and stoicism which the planters abhorred as slaves were to be meek and cow under the power of whites. Other slaves were ""mericlessly"" tortured for their relationship to Coot, one was burned alive, another received 250 lashes over a one month period and had the letter R branded on his face and his ears cut off. ",,"Image: https://www.searchablemuseum.com/becoming-black-resistance African Conspirators Burned at the Stake (North Wind Picture Archives).   Encyclopedia of Slave Resistance and Rebellion, Junius Rodriguez ,eds. Greenwood Press: 2006: pp, 140-141",,,33.48094,-82.02493,Precise,https://drive.google.com/drive/folders/1onwtlUi76sj8jpdl3nrfBJTlhg1J7vyH?usp=share_link,,No citations,
FALSE,QUtkOm,FALSE,,1800,1820,1820,"Grahamstown, South Africa",,"( insert image) Makhanda, a Xhosa, was educated and served as a negotiator between the British and the Chiefs; however, after a British raid resulted in the lost of 20,000 cattle the Xhosa had no choice but to fight or die. He led 5,000 warriors but they were no match to the cannons. He was captured and sent to Robbens Island. Nine of his men escaped and freed him but were later recaptured and killed.",,Image : https://picryl.com/media/negroes-just-landed-from-a-slave-ship-83be03 Painting (not a portrait) by Frederick Timpson I‚ÄôOns titled Nxele (Makana) Image Source https://www.ozy.com/flashback/two-centuries-before-mandela-this-xhosa-hero-died-escaping-robben-island/87756/,,,-33.31062,26.52559,Precise,https://drive.google.com/drive/folders/1Crob1RbOyQIUmeglRa_iirUbbCOotW6J?usp=share_link,,,
FALSE,XuMs3c,FALSE,,1800,1820,1820,Belize,,"""1820 Revolt In 1819 Superintendent George Arthur reported that there was brewing tension between the slaves and their masters at Christmas and it wasn‚Äôt before long that the last major slave revolt occurred in 1820. In a letter to Earl Bathurst, Superintendent Arthur reported( insert image) ""a considerable number of slaves"" had organized a group at the Belize River and were well armed and had already created disturbances and offenses. Arthur travelled there in hopes of finding a middle ground with the slaves through a ""milder means of persuasion"" and ""without having to recourse to military force"". The rebels had destroyed some cattle and robbed two houses. Martial Law was proclaimed and a reward was given for the apprehension of the slaves. It was at this time that slaves Will and Sharper were believed to be leaders of the revolt. Almost a month after the revolt started it was over and Martial Law was ended.""",,Image: https://picryl.com/media/negroes-just-landed-from-a-slave-ship-83be03 Negroes just landed from a slave ship (New York Public Library) Public domain http://belizehistoryassociation.org/wp-content/uploads/2015/05/Slavery-and-Emancipation-in-Bz-by-ISCR-NICH.pdf,,,17.183333,-89.066667,,https://drive.google.com/drive/folders/1vpkrbKMSknqI5rTlHnZfx9bU_M3tWhmw?usp=share_link,,,
FALSE,UEyfYi,TRUE,Needs remediation (see Remediation column),1800,1821,1821,"Bayamon and San Juan, Puerto Rico",Xiorro‚Äôs Conspiracy,"The 1821 Xiorro Conspiracy was a failed attempt to overthrow Spanish colonial rule in Puerto Rico. The conspiracy was led by a black slave named Marcos Xiorro, a member of the militia in the city of San Juan who planned a plot against the enslavers in the government of Puerto Rico. The plan was that several enslaved people were to escape from various plantations and on themselves with daggers and swords that were hidden in the fields(insert image 1). Xiorro and his followers planned to take over the city and declare independence from Spain. They had scheduled to launch their revolt on Easter Sunday of 1821 to capture and burn the Bayamo town and kill everyone who was not black. After that, they would unite with slaves from joining towns and invade the capital of San Juan to declare Xiorro as their king ( insert image 2). A Royal slave divulged the plans in exchange for 500 pesos and his freedom. The Mayor mobilized 500 soldiers; Xiorro and several other conspirators were arrested and charged with sedition and conspiracy. A total of 61 enslaved people were imprisoned, 17 were punished, and Xiorro was sentenced to death by hanging and publicly executed in San Juan on June 8, 1824. (insert image 3).","The 1821 Xiorro Conspiracy was a failed attempt to overthrow Spanish colonial rule in Puerto Rico. The conspiracy was led by a black slave named Marcos Xiorro, a member of the militia in the city of San Juan who planned a plot against the enslavers in the government of Puerto Rico. The plan was that several enslaved people were to escape from various plantations and on themselves with daggers and swords that were hidden in the fields<img src=""/image1"">. Xiorro and his followers planned to take over the city and declare independence from Spain. They had scheduled to launch their revolt on Easter Sunday of 1821 to capture and burn the Bayamo town and kill everyone who was not black. After that, they would unite with slaves from joining towns and invade the capital of San Juan to declare Xiorro as their king. <img src=""/image2""> A Royal slave divulged the plans in exchange for 500 pesos and his freedom. The Mayor mobilized 500 soldiers; Xiorro and several other conspirators were arrested and charged with sedition and conspiracy. A total of 61 enslaved people were imprisoned, 17 were punished, and Xiorro was sentenced to death by hanging and publicly executed in San Juan on June 8, 1824. <img src=""/image3"">.","Image 2: https://commons.wikimedia.org/wiki/File:AMH-6724-KB_View_of_Puerto_Rico.jpg View of Puerto Rico (From Atlas of Mutual Heritage. Public domain)                                                                           Image 3: https://muninnsmemory.com/2017/03/05/hush/ (From Pixabay) .       Originalpeople.org   .                                                                               Manuel González-Rivera. Marcos Xiorro: El Líder de La Conspiración de 1821 en Puerto Rico. Ediciones Puerto, 2003",,,18.42112,-66.13884,Approximation,https://drive.google.com/drive/folders/1-i5NnIHrNCYofMzUH0wVU-oArKtBNOuw?usp=share_link,image 1 citation missing,Missing/inaccurate image source (image 1),
